ADA HS,ADA,PONTOTOC COUNTY,748,502,2016-09-14 18:06:14,
 LOOKEBA-SICKLES HS,LOOKEBA,CADDO COUNTY,730,71,2016-09-14 18:06:14,
 LUTHER HS,LUTHER,OKLAHOMA COUNTY,730,243,2016-09-14 18:06:14,
 MACOMB HS,MACOMB,POTTAWATOMIE COUNTY,748,110,2016-09-14 18:06:14,
 MADILL HS,MADILL,MARSHALL COUNTY,734,486,2016-09-14 18:06:14,
 MANGUM HS,MANGUM,GREER COUNTY,735,192,2016-09-14 18:06:14,
 MANNFORD HS,MANNFORD,CREEK COUNTY,740,517,2016-09-14 18:06:14,
 MARIETTA HS,MARIETTA,LOVE COUNTY,734,283,2016-09-14 18:06:14,
 MARLOW HS,MARLOW,STEPHENS COUNTY,730,358,2016-09-14 18:06:14,
 CENTRAL HIGH HS,MARLOW,STEPHENS COUNTY,730,126,2016-09-14 18:06:14,
 BRAY-DOYLE HS,MARLOW,STEPHENS COUNTY,730,118,2016-09-14 18:06:14,
 MAUD HS,MAUD,POTTAWATOMIE COUNTY,748,71,2016-09-14 18:06:14,
 MAYSVILLE HS,MAYSVILLE,GARVIN COUNTY,730,134,2016-09-14 18:06:14,
 MCALESTER HS,MCALESTER,PITTSBURG COUNTY,745,893,2016-09-14 18:06:14,
 MCCURTAIN HS,MCCURTAIN,HASKELL COUNTY,749,71,2016-09-14 18:06:14,
 MCLOUD HS,MCLOUD,POTTAWATOMIE COUNTY,748,562,2016-09-14 18:06:14,
 MEDFORD HS,MEDFORD,GRANT COUNTY,737,70,2016-09-14 18:06:14,
 MEEKER HS,MEEKER,LINCOLN COUNTY,748,319,2016-09-14 18:06:14,
 MIAMI HS,MIAMI,OTTAWA COUNTY,743,726,2016-09-14 18:06:14,
 MILBURN HS,MILBURN,JOHNSTON COUNTY,734,60,2016-09-14 18:06:14,
 MILL CREEK HS,MILL CREEK,JOHNSTON COUNTY,748,52,2016-09-14 18:06:14,
 MINCO HS,MINCO,GRADY COUNTY,730,146,2016-09-14 18:06:14,
 MORRIS HS,MORRIS,OKMULGEE COUNTY,744,329,2016-09-14 18:06:14,
 MORRISON HS,MORRISON,NOBLE COUNTY,730,135,2016-09-14 18:06:14,
 MOUNDS HS,MOUNDS,CREEK COUNTY,740,216,2016-09-14 18:06:14,
 LIBERTY HS,MOUNDS,TULSA COUNTY,740,192,2016-09-14 18:06:14,
 MOUNTAIN VIEW-GOTEBO HS,MOUNTAIN VIEW,KIOWA COUNTY,730,59,2016-09-14 18:06:14,
 MOYERS HS,MOYERS,PUSHMATAHA COUNTY,745,52,2016-09-14 18:06:14,
 MULDROW HS,MULDROW,SEQUOYAH COUNTY,749,558,2016-09-14 18:06:14,
 MUSKOGEE HS,MUSKOGEE,MUSKOGEE COUNTY,744,1639,2016-09-14 18:06:14,
 HILLDALE HS,MUSKOGEE,MUSKOGEE COUNTY,744,486,2016-09-14 18:06:14,
 MUSTANG HS,MUSTANG,CANADIAN COUNTY,730,1750,2016-09-14 18:06:14,
 SHARON-MUTUAL HS,MUTUAL,WOODWARD COUNTY,738,69,2016-09-14 18:06:14,
 NEWCASTLE HS,NEWCASTLE,MCCLAIN COUNTY,730,484,2016-09-14 18:06:14,
 NEWKIRK HS,NEWKIRK,KAY COUNTY,746,263,2016-09-14 18:06:14,
 NOBLE HS,NOBLE,CLEVELAND COUNTY,730,816,2016-09-14 18:06:14,
 NORMAN HS,NORMAN,CLEVELAND COUNTY,730,1680,2016-09-14 18:06:14,
 LITTLE AXE HS,NORMAN,CLEVELAND COUNTY,730,368,2016-09-14 18:06:14,
 NORMAN NORTH HS,NORMAN,CLEVELAND COUNTY,730,2113,2016-09-14 18:06:14,
 NOWATA HS,NOWATA,NOWATA COUNTY,740,265,2016-09-14 18:06:14,
 OAKS-MISSION HS,OAKS,DELAWARE COUNTY,743,113,2016-09-14 18:06:14,
 OKARCHE HS,OKARCHE,KINGFISHER COUNTY,737,74,2016-09-14 18:06:14,
 OKEENE JR-SR HS (JR),OKEENE,BLAINE COUNTY,737,NA,2016-09-14 18:06:14,
 OKEENE JR-SR HS (SR),OKEENE,BLAINE COUNTY,737,101,2016-09-14 18:06:14,
 OKEMAH HS,OKEMAH,OKFUSKEE COUNTY,748,291,2016-09-14 18:06:14,
 JOHN MARSHALL HS,OKLAHOMA CITY,CLEVELAND COUNTY,731,430,2016-09-14 18:06:14,
 NORTHEAST HS,OKLAHOMA CITY,OKLAHOMA COUNTY,731,201,2016-09-14 18:06:14,
 OKLAHOMA CENTENNIAL HS,OKLAHOMA CITY,OKLAHOMA COUNTY,731,351,2016-09-14 18:06:14,
 CARL ALBERT HS,OKLAHOMA CITY,OKLAHOMA COUNTY,731,1057,2016-09-14 18:06:14,
 HARDING CHARTER PREPARATORY HS,OKLAHOMA CITY,OKLAHOMA COUNTY,731,462,2016-09-14 18:06:14,
 DEL CITY HS,OKLAHOMA CITY,OKLAHOMA COUNTY,731,1316,2016-09-14 18:06:14,
 DOUGLASS HS,OKLAHOMA CITY,OKLAHOMA COUNTY,731,535,2016-09-14 18:06:14,
 CAPITOL HILL HS,OKLAHOMA CITY,OKLAHOMA COUNTY,731,1041,2016-09-14 18:06:14,
 MILLWOOD HS,OKLAHOMA CITY,OKLAHOMA COUNTY,731,269,2016-09-14 18:06:14,
 PUTNAM CITY WEST HS,OKLAHOMA CITY,OKLAHOMA COUNTY,731,1582,2016-09-14 18:06:14,
 WESTMOORE HS,OKLAHOMA CITY,CLEVELAND COUNTY,731,1950,2016-09-14 18:06:14,
 SANTA FE SOUTH HS,OKLAHOMA CITY,OKLAHOMA COUNTY,731,557,2016-09-14 18:06:14,
 WESTERN HEIGHTS HS,OKLAHOMA CITY,OKLAHOMA COUNTY,731,860,2016-09-14 18:06:14,
 ASTEC CHARTER HS,OKLAHOMA CITY,OKLAHOMA COUNTY,731,579,2016-09-14 18:06:14,
 CROOKED OAK HS,OKLAHOMA CITY,OKLAHOMA COUNTY,731,259,2016-09-14 18:06:14,
 PUTNAM CITY HS,OKLAHOMA CITY,OKLAHOMA COUNTY,731,1768,2016-09-14 18:06:14,
 MIDWEST CITY HS,OKLAHOMA CITY,OKLAHOMA COUNTY,731,1590,2016-09-14 18:06:14,
 CLASSEN HS OF ADVANCED STUDIES,OKLAHOMA CITY,OKLAHOMA COUNTY,731,547,2016-09-14 18:06:14,
 NORTHWEST CLASSEN HS,OKLAHOMA CITY,OKLAHOMA COUNTY,731,1068,2016-09-14 18:06:14,
 SOUTHEAST HS,OKLAHOMA CITY,OKLAHOMA COUNTY,731,701,2016-09-14 18:06:14,
 U. S. GRANT HS,OKLAHOMA CITY,OKLAHOMA COUNTY,731,1563,2016-09-14 18:06:14,
 PUTNAM CITY NORTH HS,OKLAHOMA CITY,OKLAHOMA COUNTY,731,1987,2016-09-14 18:06:14,
 OKMULGEE HS,OKMULGEE,OKMULGEE COUNTY,744,432,2016-09-14 18:06:14,
 OKTAHA HS,OKTAHA,MUSKOGEE COUNTY,744,232,2016-09-14 18:06:14,
 OLUSTEE HS,OLUSTEE,JACKSON COUNTY,735,57,2016-09-14 18:06:14,
 LOMEGA HS,OMEGA,KINGFISHER COUNTY,737,50,2016-09-14 18:06:14,
 OOLOGAH-TALALA HS,OOLOGAH,ROGERS COUNTY,740,587,2016-09-14 18:06:14,
 MULHALL-ORLANDO HS,ORLANDO,LOGAN COUNTY,730,69,2016-09-14 18:06:14,
 OWASSO HS,OWASSO,TULSA COUNTY,740,1252,2016-09-14 18:06:14,
 PADEN HS,PADEN,OKFUSKEE COUNTY,748,72,2016-09-14 18:06:14,
 PAOLI HS,PAOLI,GARVIN COUNTY,730,91,2016-09-14 18:06:14,
 KEYS HS,PARK HILL,CHEROKEE COUNTY,744,359,2016-09-14 18:06:14,
 PAULS VALLEY HS,PAULS VALLEY,GARVIN COUNTY,730,336,2016-09-14 18:06:14,
 PAWHUSKA HS,PAWHUSKA,OSAGE COUNTY,740,284,2016-09-14 18:06:14,
 PAWNEE HS,PAWNEE,PAWNEE COUNTY,740,198,2016-09-14 18:06:14,
 PERKINS-TRYON HS,PERKINS,PAYNE COUNTY,740,270,2016-09-14 18:06:14,
 PERRY HS,PERRY,NOBLE COUNTY,730,318,2016-09-14 18:06:14,
 PIEDMONT HS,PIEDMONT,CANADIAN COUNTY,730,657,2016-09-14 18:06:14,
 PITTSBURG HS,PITTSBURG,PITTSBURG COUNTY,745,194,2016-09-14 18:06:14,
 POCOLA HS,POCOLA,LE FLORE COUNTY,749,215,2016-09-14 18:06:14,
 PONCA CITY HS,PONCA CITY,KAY COUNTY,746,1561,2016-09-14 18:06:14,
 POND CREEK-HUNTER HS,POND CREEK,GRANT COUNTY,737,89,2016-09-14 18:06:14,
 PORTER CONSOLIDATED HS,PORTER,WAGONER COUNTY,744,144,2016-09-14 18:06:14,
 PORUM HS,PORUM,MUSKOGEE COUNTY,744,142,2016-09-14 18:06:14,
 POTEAU HS,POTEAU,LE FLORE COUNTY,749,623,2016-09-14 18:06:14,
 PRAGUE HS,PRAGUE,LINCOLN COUNTY,748,329,2016-09-14 18:06:14,
 PRUE HS,PRUE,OSAGE COUNTY,740,75,2016-09-14 18:06:14,
 PRYOR HS,PRYOR,MAYES COUNTY,743,587,2016-09-14 18:06:14,
 PURCELL HS,PURCELL,MCCLAIN COUNTY,730,399,2016-09-14 18:06:14,
 QUAPAW HS,QUAPAW,OTTAWA COUNTY,743,194,2016-09-14 18:06:14,
 QUINTON HS,QUINTON,PITTSBURG COUNTY,745,157,2016-09-14 18:06:14,
 CANEY VALLEY HS,RAMONA,WASHINGTON COUNTY,740,250,2016-09-14 18:06:14,
 BIG PASTURE HS,RANDLETT,COTTON COUNTY,735,85,2016-09-14 18:06:14,
 RATTAN HS,RATTAN,PUSHMATAHA COUNTY,745,153,2016-09-14 18:06:14,
 RED OAK HS,RED OAK,LATIMER COUNTY,745,68,2016-09-14 18:06:14,
 FRONTIER HS,RED ROCK,NOBLE COUNTY,746,91,2016-09-14 18:06:14,
 REYDON HS,REYDON,ROGER MILLS COUNTY,736,33,2016-09-14 18:06:14,
 RINGLING HS,RINGLING,JEFFERSON COUNTY,734,123,2016-09-14 18:06:14,
 RINGWOOD HS,RINGWOOD,MAJOR COUNTY,737,108,2016-09-14 18:06:14,
 RIPLEY HS,RIPLEY,PAYNE COUNTY,740,149,2016-09-14 18:06:14,
 ROFF HS,ROFF,PONTOTOC COUNTY,748,96,2016-09-14 18:06:14,
 ROLAND HS,ROLAND,SEQUOYAH COUNTY,749,347,2016-09-14 18:06:14,
 RUSH SPRINGS HS,RUSH SPRINGS,GRADY COUNTY,730,164,2016-09-14 18:06:14,
 RYAN HS,RYAN,JEFFERSON COUNTY,735,67,2016-09-14 18:06:14,
 SALINA HS,SALINA,MAYES COUNTY,743,261,2016-09-14 18:06:14,
 SALLISAW HS,SALLISAW,SEQUOYAH COUNTY,749,650,2016-09-14 18:06:14,
 CENTRAL HS,SALLISAW,SEQUOYAH COUNTY,749,166,2016-09-14 18:06:14,
 CHARLES PAGE HS,SAND SPRINGS,TULSA COUNTY,740,1197,2016-09-14 18:06:14,
 SAPULPA HS,SAPULPA,CREEK COUNTY,740,1029,2016-09-14 18:06:14,
 SASAKWA HS,SASAKWA,SEMINOLE COUNTY,748,72,2016-09-14 18:06:14,
 SAYRE HS,SAYRE,BECKHAM COUNTY,736,173,2016-09-14 18:06:14,
 OKLAHOMA UNION HS,S COFFEYVILLE,NOWATA COUNTY,740,193,2016-09-14 18:06:14,
 SOUTH COFFEYVILLE HS,S COFFEYVILLE,NOWATA COUNTY,740,100,2016-09-14 18:06:14,
 SEILING JR-SR HS (SR),SEILING,DEWEY COUNTY,736,91,2016-09-14 18:06:14,
 SEILING JR-SR HS (JR),SEILING,DEWEY COUNTY,736,30,2016-09-14 18:06:14,
 VARNUM HS,SEMINOLE,SEMINOLE COUNTY,748,74,2016-09-14 18:06:14,
 STROTHER HS,SEMINOLE,SEMINOLE COUNTY,748,103,2016-09-14 18:06:14,
 SEMINOLE HS,SEMINOLE,SEMINOLE COUNTY,748,471,2016-09-14 18:06:14,
 BLANCHE THOMAS HS,SENTINEL,WASHITA COUNTY,736,90,2016-09-14 18:06:14,
 BETHEL HS,SHAWNEE,POTTAWATOMIE COUNTY,748,380,2016-09-14 18:06:14,
 SHAWNEE HS,SHAWNEE,POTTAWATOMIE COUNTY,748,1209,2016-09-14 18:06:14,
 SHIDLER HS,SHIDLER,OSAGE COUNTY,746,61,2016-09-14 18:06:14,
 SKIATOOK HS,SKIATOOK,OSAGE COUNTY,740,720,2016-09-14 18:06:14,
 SMITHVILLE HS,SMITHVILLE,MCCURTAIN COUNTY,749,102,2016-09-14 18:06:14,
 SNYDER HS,SNYDER,KIOWA COUNTY,735,159,2016-09-14 18:06:14,
 SOPER HS,SOPER,CHOCTAW COUNTY,747,107,2016-09-14 18:06:14,
 STAR SPENCER HS,SPENCER,OKLAHOMA COUNTY,730,428,2016-09-14 18:06:14,
 SPERRY HS,SPERRY,TULSA COUNTY,740,353,2016-09-14 18:06:14,
 SPIRO HS,SPIRO,LE FLORE COUNTY,749,352,2016-09-14 18:06:14,
 SPRINGER HS,SPRINGER,CARTER COUNTY,734,57,2016-09-14 18:06:14,
 STIGLER HS,STIGLER,HASKELL COUNTY,744,378,2016-09-14 18:06:14,
 STILLWATER HS,STILLWATER,PAYNE COUNTY,740,1139,2016-09-14 18:06:14,
 STILWELL HS,STILWELL,ADAIR COUNTY,749,619,2016-09-14 18:06:14,
 STONEWALL HS,STONEWALL,PONTOTOC COUNTY,748,98,2016-09-14 18:06:14,
 STRATFORD HS,STRATFORD,GARVIN COUNTY,748,152,2016-09-14 18:06:14,
 STRINGTOWN HS,STRINGTOWN,ATOKA COUNTY,745,80,2016-09-14 18:06:14,
 STROUD HS,STROUD,LINCOLN COUNTY,740,260,2016-09-14 18:06:14,
 STUART HS,STUART,HUGHES COUNTY,745,77,2016-09-14 18:06:14,
 SULPHUR HS,SULPHUR,MURRAY COUNTY,730,348,2016-09-14 18:06:14,
 SWEETWATER HS,SWEETWATER,BECKHAM COUNTY,736,15,2016-09-14 18:06:14,
 TAHLEQUAH HS,TAHLEQUAH,CHEROKEE COUNTY,744,1247,2016-09-14 18:06:14,
 TALIHINA HS,TALIHINA,LE FLORE COUNTY,745,138,2016-09-14 18:06:14,
 BUFFALO VALLEY HS,TALIHINA,LE FLORE COUNTY,745,52,2016-09-14 18:06:14,
 TALOGA HS,TALOGA,DEWEY COUNTY,736,19,2016-09-14 18:06:14,
 TECUMSEH HS,TECUMSEH,POTTAWATOMIE COUNTY,748,612,2016-09-14 18:06:14,
 TEMPLE HS,TEMPLE,COTTON COUNTY,735,69,2016-09-14 18:06:14,
 TEXHOMA HS,TEXHOMA,TEXAS COUNTY,739,102,2016-09-14 18:06:14,
 THACKERVILLE HS,THACKERVILLE,LOVE COUNTY,734,81,2016-09-14 18:06:14,
 THOMAS-FAY-CUSTER UNIFIED HS,THOMAS,CUSTER COUNTY,736,117,2016-09-14 18:06:14,
 TIPTON HS,TIPTON,TILLMAN COUNTY,735,72,2016-09-14 18:06:14,
 TISHOMINGO HS,TISHOMINGO,JOHNSTON COUNTY,734,279,2016-09-14 18:06:14,
 TONKAWA HS,TONKAWA,KAY COUNTY,746,227,2016-09-14 18:06:14,
 BERRYHILL HS,TULSA,TULSA COUNTY,741,412,2016-09-14 18:06:14,
 BOOKER T. WASHINGTON HS,TULSA,TULSA COUNTY,741,1268,2016-09-14 18:06:14,
 DANIEL WEBSTER HS,TULSA,TULSA COUNTY,741,604,2016-09-14 18:06:14,
 NATHAN HALE HS,TULSA,TULSA COUNTY,741,999,2016-09-14 18:06:14,
 EAST CENTRAL HS,TULSA,TULSA COUNTY,741,1141,2016-09-14 18:06:14,
 WILL ROGERS HS,TULSA,TULSA COUNTY,741,1012,2016-09-14 18:06:14,
 THOMAS EDISON PREPARATORY HS,TULSA,TULSA COUNTY,741,1198,2016-09-14 18:06:14,
 MCLAIN HS FOR SCI./TECHNOLOGY,TULSA,TULSA COUNTY,741,447,2016-09-14 18:06:14,
 UNION HS,TULSA,TULSA COUNTY,741,2142,2016-09-14 18:06:14,
 TUPELO HS,TUPELO,COAL COUNTY,745,78,2016-09-14 18:06:14,
 TURPIN HS,TURPIN,BEAVER COUNTY,739,113,2016-09-14 18:06:14,
 TUTTLE HS,TUTTLE,GRADY COUNTY,730,479,2016-09-14 18:06:14,
 TYRONE HS,TYRONE,TEXAS COUNTY,739,69,2016-09-14 18:06:14,
 UNION CITY HS,UNION CITY,CANADIAN COUNTY,730,85,2016-09-14 18:06:14,
 VALLIANT HS,VALLIANT,MCCURTAIN COUNTY,747,332,2016-09-14 18:06:14,
 VERDEN HS,VERDEN,GRADY COUNTY,730,89,2016-09-14 18:06:14,
 VIAN HS,VIAN,SEQUOYAH COUNTY,749,265,2016-09-14 18:06:14,
 VICI HS,VICI,DEWEY COUNTY,738,80,2016-09-14 18:06:14,
 VINITA HS,VINITA,CRAIG COUNTY,743,559,2016-09-14 18:06:14,
 WAGONER HS,WAGONER,WAGONER COUNTY,744,663,2016-09-14 18:06:14,
 WAKITA HS,WAKITA,GRANT COUNTY,737,29,2016-09-14 18:06:14,
 WALTERS HS,WALTERS,COTTON COUNTY,735,173,2016-09-14 18:06:14,
 WANETTE HS,WANETTE,POTTAWATOMIE COUNTY,748,72,2016-09-14 18:06:14,
 WAPANUCKA HS,WAPANUCKA,JOHNSTON COUNTY,734,79,2016-09-14 18:06:14,
 WARNER HS,WARNER,MUSKOGEE COUNTY,744,189,2016-09-14 18:06:14,
 WASHINGTON HS,WASHINGTON,MCCLAIN COUNTY,730,264,2016-09-14 18:06:14,
 WATONGA HS,WATONGA,BLAINE COUNTY,737,187,2016-09-14 18:06:14,
 WATTS HS,WATTS,ADAIR COUNTY,749,138,2016-09-14 18:06:14,
 WAUKOMIS HS,WAUKOMIS,GARFIELD COUNTY,737,87,2016-09-14 18:06:14,
 PIONEER-PLEASANT VALE HS,WAUKOMIS,GARFIELD COUNTY,737,150,2016-09-14 18:06:14,
 WAURIKA HS,WAURIKA,JEFFERSON COUNTY,735,110,2016-09-14 18:06:14,
 WAYNE HS,WAYNE,MCCLAIN COUNTY,730,165,2016-09-14 18:06:14,
 WAYNOKA HS,WAYNOKA,WOODS COUNTY,738,54,2016-09-14 18:06:14,
 WEATHERFORD HS,WEATHERFORD,CUSTER COUNTY,730,515,2016-09-14 18:06:14,
 WEBBERS FALLS HS,WEBBERS FALLS,MUSKOGEE COUNTY,744,86,2016-09-14 18:06:14,
 WELCH JR-SR HS (SR),WELCH,CRAIG COUNTY,743,123,2016-09-14 18:06:14,
 WELCH JR-SR HS (JR),WELCH,CRAIG COUNTY,743,NA,2016-09-14 18:06:14,
 GRAHAM HS,WELEETKA,OKFUSKEE COUNTY,748,189,2016-09-14 18:06:14,
 WELEETKA HS,WELEETKA,OKFUSKEE COUNTY,748,83,2016-09-14 18:06:14,
 WELLSTON HS,WELLSTON,LINCOLN COUNTY,748,208,2016-09-14 18:06:14,
 WESTVILLE HS,WESTVILLE,ADAIR COUNTY,749,352,2016-09-14 18:06:14,
 WETUMKA HS,WETUMKA,HUGHES COUNTY,748,125,2016-09-14 18:06:14,
 NEW LIMA HS,WEWOKA,SEMINOLE COUNTY,748,100,2016-09-14 18:06:14,
 WEWOKA HS,WEWOKA,SEMINOLE COUNTY,748,186,2016-09-14 18:06:14,
 WHITESBORO HS,WHITESBORO,LE FLORE COUNTY,745,67,2016-09-14 18:06:14,
 WILBURTON HS,WILBURTON,LATIMER COUNTY,745,300,2016-09-14 18:06:14,
 WISTER HS,WISTER,LE FLORE COUNTY,749,180,2016-09-14 18:06:14,
 WOODWARD HS,WOODWARD,WOODWARD COUNTY,738,620,2016-09-14 18:06:14,
 WRIGHT CITY HS,WRIGHT CITY,MCCURTAIN COUNTY,747,130,2016-09-14 18:06:14,
 WYANDOTTE HS,WYANDOTTE,OTTAWA COUNTY,743,238,2016-09-14 18:06:14,
 WYNNEWOOD HS,WYNNEWOOD,GARVIN COUNTY,730,190,2016-09-14 18:06:14,
 WYNONA HS,WYNONA,OSAGE COUNTY,740,152,2016-09-14 18:06:14,
 YALE HS,YALE,PAYNE COUNTY,740,171,2016-09-14 18:06:14,
 YUKON HS,YUKON,CANADIAN COUNTY,730,2122,2016-09-14 18:06:14,
